customer_id,month_idx,month,logins,feature_usage_score,support_tickets,payment_failed
CUST-1011,10,2025-04,15,59,0,0
CUST-1011,11,2025-05,25,70,0,0
CUST-1011,12,2025-06,26,36,0,0
CUST-1011,13,2025-07,22,39,0,0
CUST-1011,14,2025-08,25,34,0,0
CUST-1011,15,2025-09,25,68,0,0
CUST-1011,16,2025-10,15,37,1,0
CUST-1011,17,2025-11,19,45,1,0
CUST-1011,18,2025-12,21,73,0,0
CUST-1011,19,2026-01,26,48,0,0
CUST-1011,20,2026-02,20,80,2,0
CUST-1011,21,2026-03,15,49,0,0
CUST-1011,22,2026-04,30,34,1,0
CUST-1011,23,2026-05,19,49,0,0
CUST-1012,0,2024-06,9,74,0,0
CUST-1012,1,2024-07,17,51,3,0
CUST-1012,2,2024-08,8,36,1,0
CUST-1012,3,2024-08,14,34,0,0
CUST-1012,4,2024-10,19,31,0,0
CUST-1012,5,2024-10,11,70,2,0
CUST-1012,6,2024-12,13,34,0,0
CUST-1012,7,2024-12,8,74,0,0
CUST-1012,8,2025-01,17,25,0,0
CUST-1012,9,2025-03,16,49,0,0
CUST-1012,10,2025-04,17,35,1,0
CUST-1012,11,2025-05,14,36,0,0
CUST-1012,12,2025-06,16,34,0,0
CUST-1012,13,2025-07,15,25,0,1
CUST-1012,14,2025-08,14,30,0,0
CUST-1012,15,2025-09,4,11,0,0
CUST-1013,0,2024-06,3,26,0,0
CUST-1014,0,2024-06,1,14,3,0
CUST-1015,0,2024-06,10,79,1,0
CUST-1015,1,2024-07,10,58,0,0
CUST-1015,2,2024-08,14,69,3,0
CUST-1015,3,2024-08,11,46,0,0
CUST-1015,4,2024-10,25,92,2,0
CUST-1015,5,2024-10,9,100,0,0
CUST-1015,6,2024-12,2,25,1,0
CUST-1016,0,2024-06,13,93,0,0
CUST-1016,1,2024-07,9,81,0,0
CUST-1016,2,2024-08,9,53,0,0
CUST-1016,3,2024-08,10,91,0,0
CUST-1016,4,2024-10,5,53,1,0
CUST-1016,5,2024-10,14,83,0,0
CUST-1016,6,2024-12,16,100,0,0
CUST-1016,7,2024-12,7,85,1,0
CUST-1016,8,2025-01,4,100,0,0
CUST-1016,9,2025-03,4,44,0,0
CUST-1016,10,2025-04,13,63,1,0
CUST-1016,11,2025-05,13,63,0,0
CUST-1016,12,2025-06,5,81,0,0
CUST-1016,13,2025-07,9,53,0,0
CUST-1016,14,2025-08,5,92,0,0
CUST-1016,15,2025-09,3,73,0,0
CUST-1016,16,2025-10,11,75,0,0
CUST-1016,17,2025-11,12,45,0,0
CUST-1016,18,2025-12,9,92,0,0
CUST-1016,19,2026-01,6,87,2,0
CUST-1016,20,2026-02,4,53,0,0
CUST-1016,21,2026-03,10,62,0,0
CUST-1016,22,2026-04,6,99,1,0
CUST-1016,23,2026-05,3,65,2,0
CUST-1017,0,2024-06,3,48,1,0
CUST-1017,1,2024-07,7,60,0,0
CUST-1017,2,2024-08,3,10,0,0
CUST-1018,0,2024-06,2,10,0,0
CUST-1019,0,2024-06,10,42,0,0
CUST-1019,1,2024-07,15,77,0,0
CUST-1019,2,2024-08,14,68,0,0
CUST-1019,3,2024-08,21,52,0,0
CUST-1019,4,2024-10,17,73,0,0
CUST-1019,5,2024-10,4,14,0,0
CUST-1020,0,2024-06,22,82,0,0
CUST-1020,1,2024-07,15,85,0,0
CUST-1020,2,2024-08,20,59,0,0
CUST-1020,3,2024-08,24,70,0,0
CUST-1020,4,2024-10,22,65,0,0
CUST-1020,5,2024-10,19,50,1,0
CUST-1020,6,2024-12,22,86,2,0
CUST-1020,7,2024-12,24,60,0,0
CUST-1020,8,2025-01,21,75,0,0
CUST-1020,9,2025-03,17,53,2,0
CUST-1020,10,2025-04,23,71,0,0
CUST-1020,11,2025-05,13,36,0,0
CUST-1020,12,2025-06,14,83,2,0
CUST-1020,13,2025-07,29,33,2,0
CUST-1020,14,2025-08,17,93,0,0
CUST-1020,15,2025-09,20,52,0,0
CUST-1020,16,2025-10,17,58,1,0
CUST-1020,17,2025-11,24,75,0,0
CUST-1020,18,2025-12,22,86,2,0
CUST-1020,19,2026-01,20,57,0,0
CUST-1020,20,2026-02,18,99,0,0
CUST-1020,21,2026-03,23,73,0,0
CUST-1020,22,2026-04,22,76,0,0
CUST-1020,23,2026-05,23,64,1,0
CUST-1021,0,2024-06,11,36,0,0
CUST-1021,1,2024-07,4,70,1,0
CUST-1021,2,2024-08,8,64,0,0
CUST-1021,3,2024-08,1,9,1,0
CUST-1022,0,2024-06,8,97,0,0
CUST-1022,1,2024-07,8,52,0,0
CUST-1022,2,2024-08,12,75,0,0
CUST-1022,3,2024-08,8,90,0,0
CUST-1022,4,2024-10,1,15,0,0
CUST-1023,0,2024-06,7,35,0,0
CUST-1023,1,2024-07,19,35,0,0
CUST-1023,2,2024-08,25,77,1,0
CUST-1023,3,2024-08,16,38,0,0
CUST-1023,4,2024-10,9,95,0,0
CUST-1023,5,2024-10,12,77,1,0
CUST-1023,6,2024-12,13,67,0,0
CUST-1023,7,2024-12,7,45,0,0
CUST-1023,8,2025-01,10,37,2,0
CUST-1023,9,2025-03,15,40,0,0
CUST-1023,10,2025-04,18,67,0,0
CUST-1023,11,2025-05,11,94,2,0
CUST-1023,12,2025-06,14,64,2,0
CUST-1023,13,2025-07,14,88,0,0
CUST-1023,14,2025-08,21,66,0,0
CUST-1023,15,2025-09,8,78,0,0
CUST-1023,16,2025-10,19,79,1,0
CUST-1023,17,2025-11,19,74,1,0
CUST-1023,18,2025-12,24,33,1,1
CUST-1023,19,2026-01,22,74,0,0
CUST-1023,20,2026-02,10,83,0,0
CUST-1023,21,2026-03,21,27,0,0
CUST-1023,22,2026-04,20,31,0,1
CUST-1023,23,2026-05,23,46,0,0
CUST-1024,0,2024-06,6,33,3,0
CUST-1024,1,2024-07,1,21,0,0
CUST-1025,0,2024-06,3,8,2,0
CUST-1026,0,2024-06,28,36,2,0
CUST-1026,1,2024-07,16,97,0,0
CUST-1026,2,2024-08,26,90,1,0
CUST-1026,3,2024-08,25,93,1,0
CUST-1026,4,2024-10,18,98,0,0
CUST-1026,5,2024-10,25,84,3,0
CUST-1026,6,2024-12,26,73,0,0
CUST-1026,7,2024-12,15,53,0,0
CUST-1026,8,2025-01,12,74,2,0
CUST-1026,9,2025-03,23,39,0,0
CUST-1026,10,2025-04,30,83,0,0
CUST-1026,11,2025-05,19,58,2,0
CUST-1026,12,2025-06,17,100,0,0
CUST-1026,13,2025-07,17,92,0,0
CUST-1026,14,2025-08,17,89,0,0
CUST-1026,15,2025-09,29,58,1,0
CUST-1026,16,2025-10,23,83,0,0
CUST-1026,17,2025-11,22,71,1,0
CUST-1026,18,2025-12,24,68,0,1
CUST-1026,19,2026-01,18,85,2,0
CUST-1026,20,2026-02,28,84,0,0
CUST-1026,21,2026-03,27,100,0,0
CUST-1026,22,2026-04,30,92,0,0
CUST-1026,23,2026-05,16,91,0,0
CUST-1027,0,2024-06,8,72,0,0
CUST-1027,1,2024-07,15,42,0,0
CUST-1027,2,2024-08,8,60,0,0
CUST-1027,3,2024-08,15,91,0,0
CUST-1027,4,2024-10,8,81,1,0
CUST-1027,5,2024-10,18,59,0,0
CUST-1027,6,2024-12,21,100,0,0
CUST-1027,7,2024-12,16,72,0,0
CUST-1027,8,2025-01,7,58,0,0
CUST-1027,9,2025-03,18,85,1,0
CUST-1027,10,2025-04,14,59,0,0
CUST-1027,11,2025-05,15,78,0,0
CUST-1027,12,2025-06,18,55,0,0
CUST-1027,13,2025-07,15,57,0,0
CUST-1027,14,2025-08,12,84,1,0
CUST-1027,15,2025-09,13,100,2,0
CUST-1027,16,2025-10,13,35,0,0
CUST-1027,17,2025-11,12,99,0,0
CUST-1027,18,2025-12,17,95,0,0
CUST-1027,19,2026-01,15,48,0,1
CUST-1027,20,2026-02,17,94,3,0
CUST-1027,21,2026-03,9,86,1,0
CUST-1027,22,2026-04,17,67,0,0
CUST-1027,23,2026-05,15,85,0,0
CUST-1028,0,2024-06,30,49,0,0
CUST-1028,1,2024-07,24,47,1,0
CUST-1028,2,2024-08,24,42,0,0
CUST-1028,3,2024-08,22,27,0,0
CUST-1028,4,2024-10,21,41,0,0
CUST-1028,5,2024-10,28,66,0,0
CUST-1028,6,2024-12,23,38,1,0
CUST-1028,7,2024-12,17,84,0,0
CUST-1028,8,2025-01,30,64,2,0
CUST-1028,9,2025-03,26,53,0,0
CUST-1028,10,2025-04,5,12,0,0
CUST-1029,0,2024-06,13,94,0,0
CUST-1029,1,2024-07,3,82,1,0
CUST-1029,2,2024-08,16,58,1,0
CUST-1029,3,2024-08,5,57,0,0
CUST-1029,4,2024-10,5,59,0,0
CUST-1029,5,2024-10,8,50,1,0
CUST-1029,6,2024-12,7,75,1,0
CUST-1029,7,2024-12,7,71,0,0
CUST-1029,8,2025-01,14,34,0,0
CUST-1029,9,2025-03,18,65,1,0
CUST-1029,10,2025-04,2,71,0,0
CUST-1029,11,2025-05,10,100,0,0
CUST-1029,12,2025-06,12,89,0,0
CUST-1029,13,2025-07,4,49,0,0
CUST-1029,14,2025-08,6,91,0,0
CUST-1029,15,2025-09,2,16,1,0
CUST-1030,0,2024-06,4,69,0,0
CUST-1030,1,2024-07,9,38,1,0
CUST-1030,2,2024-08,8,86,0,0
CUST-1030,3,2024-08,15,39,0,0
CUST-1030,4,2024-10,13,82,0,0
CUST-1030,5,2024-10,14,89,0,0
CUST-1030,6,2024-12,8,70,0,0
CUST-1030,7,2024-12,1,24,1,1
CUST-1031,0,2024-06,8,52,0,0
CUST-1031,1,2024-07,2,14,3,0
CUST-1032,0,2024-06,27,77,0,0
CUST-1032,1,2024-07,18,61,2,0
CUST-1032,2,2024-08,30,93,0,0
CUST-1032,3,2024-08,18,47,0,0
CUST-1032,4,2024-10,16,89,0,0
CUST-1032,5,2024-10,17,48,0,0
CUST-1032,6,2024-12,13,97,0,0
CUST-1032,7,2024-12,22,79,0,0
CUST-1032,8,2025-01,21,39,1,0
CUST-1032,9,2025-03,23,100,0,0
CUST-1032,10,2025-04,17,91,0,0
CUST-1032,11,2025-05,17,34,1,0
CUST-1032,12,2025-06,16,51,1,0
CUST-1032,13,2025-07,12,100,3,0
CUST-1032,14,2025-08,30,98,0,0
CUST-1032,15,2025-09,23,93,0,0
CUST-1032,16,2025-10,18,78,0,0
CUST-1032,17,2025-11,23,59,0,0
CUST-1032,18,2025-12,20,36,0,0
CUST-1032,19,2026-01,20,90,1,0
CUST-1032,20,2026-02,28,78,0,0
CUST-1032,21,2026-03,28,57,0,0
CUST-1032,22,2026-04,30,67,1,0
CUST-1032,23,2026-05,30,74,3,0
CUST-1033,0,2024-06,24,84,3,0
CUST-1033,1,2024-07,3,27,0,0
CUST-1034,0,2024-06,17,61,0,0
CUST-1034,1,2024-07,14,92,0,0
CUST-1034,2,2024-08,14,100,1,0
CUST-1034,3,2024-08,26,84,1,0
CUST-1034,4,2024-10,22,67,1,0
CUST-1034,5,2024-10,19,42,1,0
CUST-1034,6,2024-12,26,94,0,0
CUST-1034,7,2024-12,21,51,0,0
CUST-1034,8,2025-01,18,77,0,0
CUST-1034,9,2025-03,29,98,0,0
CUST-1034,10,2025-04,21,100,0,0
CUST-1034,11,2025-05,16,43,0,0
CUST-1034,12,2025-06,16,64,0,0
CUST-1034,13,2025-07,15,100,0,0
CUST-1034,14,2025-08,28,49,1,0
CUST-1034,15,2025-09,21,68,1,0
CUST-1034,16,2025-10,16,53,0,0
CUST-1034,17,2025-11,24,67,0,0
CUST-1034,18,2025-12,18,91,0,0
CUST-1034,19,2026-01,24,88,0,0
CUST-1034,20,2026-02,23,40,0,0
CUST-1034,21,2026-03,28,74,0,0
CUST-1034,22,2026-04,18,95,2,0
CUST-1034,23,2026-05,21,100,2,0
CUST-1035,0,2024-06,26,43,0,0
CUST-1035,1,2024-07,29,63,0,0
CUST-1035,2,2024-08,24,58,0,0
CUST-1035,3,2024-08,22,84,0,0
CUST-1035,4,2024-10,20,41,1,0
CUST-1035,5,2024-10,22,64,1,0
CUST-1035,6,2024-12,17,78,0,0
CUST-1035,7,2024-12,14,68,0,0
CUST-1035,8,2025-01,16,40,0,0
CUST-1035,9,2025-03,27,58,0,0
CUST-1035,10,2025-04,25,97,0,0
CUST-1035,11,2025-05,25,94,1,0
CUST-1035,12,2025-06,21,54,0,0
CUST-1035,13,2025-07,21,82,1,0
CUST-1035,14,2025-08,17,88,0,0
CUST-1035,15,2025-09,21,60,0,0
CUST-1035,16,2025-10,22,59,0,0
CUST-1035,17,2025-11,16,28,0,0
CUST-1035,18,2025-12,29,65,0,0
CUST-1035,19,2026-01,22,60,1,0
CUST-1035,20,2026-02,21,73,0,0
CUST-1035,21,2026-03,28,61,0,0
CUST-1035,22,2026-04,28,58,2,0
CUST-1035,23,2026-05,28,84,1,0
CUST-1036,0,2024-06,20,56,0,0
CUST-1036,1,2024-07,20,80,1,0
CUST-1036,2,2024-08,19,95,0,0
CUST-1036,3,2024-08,17,68,2,0
CUST-1036,4,2024-10,21,71,0,0
CUST-1036,5,2024-10,7,36,0,0
CUST-1036,6,2024-12,15,39,0,0
CUST-1036,7,2024-12,14,82,0,0
CUST-1036,8,2025-01,7,51,0,0
CUST-1036,9,2025-03,12,45,1,0
CUST-1036,10,2025-04,16,76,0,0
CUST-1036,11,2025-05,11,64,1,0
CUST-1036,12,2025-06,6,74,0,0
CUST-1036,13,2025-07,11,68,0,0
CUST-1036,14,2025-08,18,45,0,0
CUST-1036,15,2025-09,2,24,0,0
CUST-1037,0,2024-06,5,28,0,0
CUST-1037,1,2024-07,2,10,0,1
CUST-1038,0,2024-06,1,7,0,0
CUST-1039,0,2024-06,15,53,1,0
CUST-1039,1,2024-07,19,61,0,0
CUST-1039,2,2024-08,12,100,0,0
CUST-1039,3,2024-08,18,100,0,0
CUST-1039,4,2024-10,22,66,1,0
CUST-1039,5,2024-10,7,43,0,0
CUST-1039,6,2024-12,2,12,1,0
CUST-1040,0,2024-06,13,52,0,0
CUST-1040,1,2024-07,17,76,0,0
CUST-1040,2,2024-08,2,15,1,1
CUST-1041,0,2024-06,20,38,1,0
CUST-1041,1,2024-07,4,16,0,0
CUST-1042,0,2024-06,14,65,0,0
CUST-1042,1,2024-07,3,8,0,0
CUST-1043,0,2024-06,24,80,0,0
CUST-1043,1,2024-07,20,100,1,0
CUST-1043,2,2024-08,21,38,0,0
CUST-1043,3,2024-08,15,83,1,0
CUST-1043,4,2024-10,25,41,2,0
CUST-1043,5,2024-10,22,95,0,0
CUST-1043,6,2024-12,17,73,0,0
CUST-1043,7,2024-12,17,91,0,0
CUST-1043,8,2025-01,23,62,0,0
CUST-1043,9,2025-03,25,100,1,0
CUST-1043,10,2025-04,21,100,0,0
CUST-1043,11,2025-05,18,56,0,0
CUST-1043,12,2025-06,23,79,0,0
CUST-1043,13,2025-07,23,100,1,0
CUST-1043,14,2025-08,27,65,1,0
CUST-1043,15,2025-09,21,59,2,0
CUST-1043,16,2025-10,18,99,1,0
CUST-1043,17,2025-11,24,52,0,0
CUST-1043,18,2025-12,15,72,0,0
CUST-1043,19,2026-01,26,40,0,0
CUST-1043,20,2026-02,27,99,1,0
CUST-1043,21,2026-03,22,100,0,0
CUST-1043,22,2026-04,22,79,2,0
CUST-1043,23,2026-05,22,93,1,0
CUST-1044,0,2024-06,10,32,1,0
CUST-1044,1,2024-07,14,82,1,0
CUST-1044,2,2024-08,13,66,0,0
CUST-1044,3,2024-08,22,49,1,0
CUST-1044,4,2024-10,17,56,0,0
CUST-1044,5,2024-10,13,98,0,0
CUST-1044,6,2024-12,8,61,0,0
CUST-1044,7,2024-12,8,42,0,0
CUST-1044,8,2025-01,21,86,0,0
CUST-1044,9,2025-03,19,43,0,0
CUST-1044,10,2025-04,17,60,0,0
CUST-1044,11,2025-05,16,89,1,0
CUST-1044,12,2025-06,8,36,0,0
CUST-1044,13,2025-07,15,61,0,0
CUST-1044,14,2025-08,13,31,0,0
CUST-1044,15,2025-09,14,79,0,0
CUST-1044,16,2025-10,13,77,0,0
CUST-1044,17,2025-11,11,76,0,0
CUST-1044,18,2025-12,14,82,0,0
CUST-1044,19,2026-01,11,76,0,0
CUST-1044,20,2026-02,20,57,1,0
CUST-1044,21,2026-03,8,65,0,0
CUST-1044,22,2026-04,17,92,0,0
CUST-1044,23,2026-05,11,95,0,0
CUST-1045,0,2024-06,9,47,0,0
CUST-1045,1,2024-07,9,55,0,0
CUST-1045,2,2024-08,7,87,0,0
CUST-1045,3,2024-08,12,37,0,0
CUST-1045,4,2024-10,12,41,0,0
CUST-1045,5,2024-10,11,73,0,0
CUST-1045,6,2024-12,6,88,0,1
CUST-1045,7,2024-12,15,46,0,0
CUST-1045,8,2025-01,9,47,0,0
CUST-1045,9,2025-03,11,46,2,0
CUST-1045,10,2025-04,4,59,1,0
CUST-1045,11,2025-05,12,90,0,0
CUST-1045,12,2025-06,3,65,1,0
CUST-1045,13,2025-07,4,42,0,0
CUST-1045,14,2025-08,10,75,0,0
CUST-1045,15,2025-09,2,17,1,0
CUST-1046,0,2024-06,17,48,0,0
CUST-1046,1,2024-07,10,68,0,0
CUST-1046,2,2024-08,16,53,0,0
CUST-1046,3,2024-08,15,40,0,0
CUST-1046,4,2024-10,7,100,0,0
CUST-1046,5,2024-10,17,58,0,0
CUST-1046,6,2024-12,17,41,0,0
CUST-1046,7,2024-12,11,92,0,0
CUST-1046,8,2025-01,18,100,0,0
CUST-1046,9,2025-03,20,90,0,0
CUST-1046,10,2025-04,15,100,0,0
CUST-1046,11,2025-05,17,52,2,0
CUST-1046,12,2025-06,17,100,1,0
CUST-1046,13,2025-07,7,38,0,0
CUST-1046,14,2025-08,14,74,0,0
CUST-1046,15,2025-09,18,66,0,0
CUST-1046,16,2025-10,14,80,0,0
CUST-1046,17,2025-11,10,65,1,0
CUST-1046,18,2025-12,13,38,0,0
CUST-1046,19,2026-01,8,97,1,0
CUST-1046,20,2026-02,17,100,0,0
CUST-1046,21,2026-03,16,58,0,0
CUST-1046,22,2026-04,18,64,2,0
CUST-1046,23,2026-05,8,84,0,0
CUST-1047,0,2024-06,18,31,0,0
CUST-1047,1,2024-07,27,51,2,0
CUST-1047,2,2024-08,21,65,0,0
CUST-1047,3,2024-08,22,49,2,0
CUST-1047,4,2024-10,28,78,0,0
CUST-1047,5,2024-10,19,25,0,0
CUST-1047,6,2024-12,26,45,3,0
CUST-1047,7,2024-12,22,50,0,0
CUST-1047,8,2025-01,17,73,0,0
CUST-1047,9,2025-03,14,45,2,0
CUST-1047,10,2025-04,26,50,0,0
CUST-1047,11,2025-05,17,74,2,0
CUST-1047,12,2025-06,17,60,1,0
CUST-1047,13,2025-07,24,77,0,0
CUST-1047,14,2025-08,14,28,0,0
CUST-1047,15,2025-09,13,72,0,0
CUST-1047,16,2025-10,19,47,0,0
CUST-1047,17,2025-11,25,65,0,0
CUST-1047,18,2025-12,30,38,0,0
CUST-1047,19,2026-01,22,72,0,0
CUST-1047,20,2026-02,22,44,0,0
CUST-1047,21,2026-03,25,73,0,0
CUST-1047,22,2026-04,20,46,0,0
CUST-1047,23,2026-05,25,57,1,0
CUST-1048,0,2024-06,13,51,0,0
CUST-1048,1,2024-07,16,55,0,0
CUST-1048,2,2024-08,10,59,1,0
CUST-1048,3,2024-08,5,54,0,0
CUST-1048,4,2024-10,13,62,1,0
CUST-1048,5,2024-10,2,9,0,0
CUST-1049,0,2024-06,1,14,1,0
CUST-1050,0,2024-06,12,41,1,0
CUST-1050,1,2024-07,20,97,0,0
CUST-1050,2,2024-08,15,54,0,0
CUST-1050,3,2024-08,21,65,0,0
CUST-1050,4,2024-10,7,63,0,0
CUST-1050,5,2024-10,21,89,1,0
CUST-1050,6,2024-12,20,90,0,0
CUST-1050,7,2024-12,13,89,0,0
